0.93,0.65,1.0,0.17972294703851682
0.93,0.7,1.0,0.1735021790537668
0.93,0.75,1.0,0.1685203004034794
0.93,0.8,1.0,0.16450266732296304
0.93,0.85,1.0,0.16124300441408718
0.93,0.9,1.0,0.15858445460263806
0.93,0.95,1.0,0.15629942537944552
0.93,1.0,1.0,0.15407308539232933
0.93,1.05,1.0,0.15204844720223726
0.93,1.1,1.0,0.15019684512195242
0.93,1.15,1.0,0.1484963427200426
0.93,1.2,1.0,0.14684540380558142
0.93,1.25,1.0,0.14524939070585643
0.93,1.3,1.0,0.143734949920976
0.93,1.35,1.0,0.14231225569348263
0.93,1.4,1.0,0.14098660173260277
0.93,1.45,1.0,0.13975362863868396
0.93,1.5,1.0,0.13861381376937398
0.935,0.5,1.0,0.1952730531126574
0.935,0.55,1.0,0.1886457112680159
0.935,0.6,1.0,0.18002088946546588
0.935,0.65,1.0,0.1732969177611812
0.935,0.7,1.0,0.16800525071484676
0.935,0.75,1.0,0.16380713574351888
0.935,0.8,1.0,0.16045353363115591
0.935,0.85,1.0,0.1577587459746042
0.935,0.9,1.0,0.1553016432667996
0.935,0.95,1.0,0.15300552714752622
0.935,1.0,1.0,0.15092630808516147
0.935,1.05,1.0,0.14903291260277104
0.935,1.1,1.0,0.14724695512250696
0.935,1.15,1.0,0.14550753562634677
0.935,1.2,1.0,0.14386061918831652
0.935,1.25,1.0,0.14231980240658942
0.935,1.3,1.0,0.14089174755586126
0.935,1.35,1.0,0.13957208460328088
0.935,1.4,1.0,0.13836047397851833
0.935,1.45,1.0,0.13725177277834943
0.935,1.5,1.0,0.13623940905822599
0.94,0.5,1.0,0.19001974031936342
0.94,0.55,1.0,0.18041665136947568
0.94,0.6,1.0,0.1730937041460399
0.94,0.65,1.0,0.16744691383668295
0.94,0.7,1.0,0.16305152653603644
0.94,0.75,1.0,0.1596029376675224
0.94,0.8,1.0,0.15685426178050396
0.94,0.85,1.0,0.15420388112273073
0.94,0.9,1.0,0.15183418771714943
0.94,0.95,1.0,0.1496990365527393
0.94,1.0,1.0,0.14774091276052106
0.94,1.05,1.0,0.14583127656264622
0.94,1.1,1.0,0.14402667135849198
0.94,1.15,1.0,0.14234582879161184
0.94,1.2,1.0,0.14079759446870035
0.94,1.25,1.0,0.1393775478243492
0.94,1.3,1.0,0.13808419778540124
0.94,1.35,1.0,0.13691054181307552
0.94,1.4,1.0,0.13584782784899715
0.94,1.45,1.0,0.1348864820392024
0.945,0.5,1.0,0.1809401824453323
0.945,0.55,1.0,0.17289251052061055
0.945,0.6,1.0,0.1668346564327179
0.945,0.65,1.0,0.1622236900515154
0.945,0.7,1.0,0.15868145704395745
0.945,0.75,1.0,0.1557389275936164
0.945,0.8,1.0,0.15298612453525068
0.945,0.85,1.0,0.15053953678946572
0.945,0.9,1.0,0.14834828740481684
0.945,0.95,1.0,0.14623987304702127
0.945,1.0,1.0,0.1442447879343292
0.945,1.05,1.0,0.14239541123902422
0.945,1.1,1.0,0.14070413819025465
0.945,1.15,1.0,0.13916648768875606
0.945,1.2,1.0,0.13777928987506394
0.945,1.25,1.0,0.13653284338251095
0.945,1.3,1.0,0.13541530082559994
0.945,1.35,1.0,0.1344030813666685
0.95,0.5,1.0,0.17269330968784738
0.95,0.55,1.0,0.16615428678438743
0.95,0.6,1.0,0.16130828033027825
0.95,0.65,1.0,0.157677684825747
0.95,0.7,1.0,0.15448504565969357
0.95,0.75,1.0,0.15162278787366654
0.95,0.8,1.0,0.1490971678486245
0.95,0.85,1.0,0.1467607670678603
0.95,0.9,1.0,0.14453167325343116
0.95,0.95,1.0,0.14247576087085326
0.95,1.0,1.0,0.1406113744316979
0.95,1.05,1.0,0.13893405270817386
0.95,1.1,1.0,0.13743808721437134
0.95,1.15,1.0,0.13610974603471235
0.95,1.2,1.0,0.13493267704054956
0.955,0.5,1.0,0.16538644533669905
0.955,0.55,1.0,0.16028574498185494
0.955,0.6,1.0,0.15650283554454492
0.955,0.65,1.0,0.15305871212725006
0.955,0.7,1.0,0.15008077141811452
0.955,0.75,1.0,0.14743421444990282
0.955,0.8,1.0,0.14491202821344795
0.955,0.85,1.0,0.14259747161361336
0.955,0.9,1.0,0.1405192988981959
0.955,0.95,1.0,0.1386733901006449
0.955,1.0,1.0,0.13705003871418808
0.955,1.05,1.0,0.13562928493529783
0.955,1.1,1.0,0.1343765135038989
0.96,0.5,1.0,0.1591310183826965
0.96,0.55,1.0,0.15503669306340492
0.96,0.6,1.0,0.15141418125659845
0.96,0.65,1.0,0.14831683832758774
0.96,0.7,1.0,0.14542386648527628
0.96,0.75,1.0,0.14277675504444215
0.96,0.8,1.0,0.1404279072907692
0.96,0.85,1.0,0.13837449817380448
0.96,0.9,1.0,0.13660022362637145
0.96,0.95,1.0,0.1350750982317192
0.965,0.5,1.0,0.15330323457377898
0.965,0.55,1.0,0.14948855740230063
0.965,0.6,1.0,0.14612856804880087
0.965,0.65,1.0,0.14303970373010463
0.965,0.7,1.0,0.14033719530808733
0.965,0.75,1.0,0.13802219095886722
0.965,0.8,1.0,0.1360668734116862
0.965,0.85,1.0,0.13441355178867512
0.97,0.5,1.0,0.14713115325738846
0.97,0.55,1.0,0.1434310917624458
0.97,0.6,1.0,0.14024715864818
0.97,0.65,1.0,0.13759226141621567
0.97,0.7,1.0,0.1354170410215952
0.975,0.5,1.0,0.14015779301008008
0.975,0.55,1.0,0.13704368179933982
0.975,0.6,1.0,0.13459217289582684
