0.91,0.5,1.0,0.21126132281261542
0.91,0.55,1.0,0.20568590082882182
0.91,0.6,1.0,0.20139216126723952
0.91,0.65,1.0,0.19802748412636484
0.91,0.7,1.0,0.19535058797592061
0.91,0.75,1.0,0.19180762083365094
0.91,0.8,1.0,0.18491209688300245
0.91,0.85,1.0,0.1791631554563721
0.91,0.9,1.0,0.17434427256525356
0.91,0.95,1.0,0.1702856063871671
0.91,1.0,1.0,0.16685257459541566
0.91,1.05,1.0,0.16393758692773602
0.91,1.1,1.0,0.1614539565931088
0.91,1.15,1.0,0.15933134848594724
0.91,1.2,1.0,0.15751233182557595
0.91,1.25,1.0,0.15575139231973809
0.91,1.3,1.0,0.15405905326788716
0.91,1.35,1.0,0.15248582371235805
0.91,1.4,1.0,0.1510183088008678
0.91,1.45,1.0,0.14964564468903158
0.91,1.5,1.0,0.14835889723738116
0.915,0.5,1.0,0.20764666492633888
0.915,0.55,1.0,0.2026569450305822
0.915,0.6,1.0,0.19882723729732643
0.915,0.65,1.0,0.19583514635000124
0.915,0.7,1.0,0.1928517327946914
0.915,0.75,1.0,0.18538478348876322
0.915,0.8,1.0,0.17923180555616475
0.915,0.85,1.0,0.17413053347194238
0.915,0.9,1.0,0.16987836036135748
0.915,0.95,1.0,0.16631696805759838
0.915,1.0,1.0,0.16332141653274745
0.915,1.05,1.0,0.1607922469119865
0.915,1.1,1.0,0.15864966980037237
0.915,1.15,1.0,0.15679628452966765
0.915,1.2,1.0,0.15492253052949792
0.915,1.25,1.0,0.15319234341781338
0.915,1.3,1.0,0.15158785954951512
0.915,1.35,1.0,0.15009487282137635
0.915,1.4,1.0,0.14870190903267294
0.915,1.45,1.0,0.14735190127391873
0.915,1.5,1.0,0.14602444463171033
0.92,0.5,1.0,0.20423371195481435
0.92,0.55,1.0,0.1998074142660025
0.92,0.6,1.0,0.1964219744242762
0.92,0.65,1.0,0.19378515069492788
0.92,0.7,1.0,0.18596413911042772
0.92,0.75,1.0,0.17934177030048187
0.92,0.8,1.0,0.17391895794335055
0.92,0.85,1.0,0.1694512124557683
0.92,0.9,1.0,0.16575047101450346
0.92,0.95,1.0,0.16267045564435026
0.92,1.0,1.0,0.16009627971371462
0.92,1.05,1.0,0.15793693197639883
0.92,1.1,1.0,0.15595683952933456
0.92,1.15,1.0,0.15403513801252433
0.92,1.2,1.0,0.15226563530804782
0.92,1.25,1.0,0.15062924158854676
0.92,1.3,1.0,0.1491108622939864
0.92,1.35,1.0,0.14767059436394517
0.92,1.4,1.0,0.14624681006365597
0.92,1.45,1.0,0.144878053134125
0.92,1.5,1.0,0.1435733509911271
0.925,0.5,1.0,0.20102936947636432
0.925,0.55,1.0,0.1971421025528729
0.925,0.6,1.0,0.1941796620369796
0.925,0.65,1.0,0.18667561204531713
0.925,0.7,1.0,0.1795016863572927
0.925,0.75,1.0,0.17370951621344893
0.925,0.8,1.0,0.16900018452099871
0.925,0.85,1.0,0.16514783293058957
0.925,0.9,1.0,0.1619796374010133
0.925,0.95,1.0,0.15936190300840253
0.925,1.0,1.0,0.15719020476541662
0.925,1.05,1.0,0.1550525963622698
0.925,1.1,1.0,0.15308056362677058
0.925,1.15,1.0,0.15127046928224971
0.925,1.2,1.0,0.14960187484994278
0.925,1.25,1.0,0.1480511867520607
0.925,1.3,1.0,0.14651683054288728
0.925,1.35,1.0,0.14504297043874814
0.925,1.4,1.0,0.14364125910678716
0.925,1.45,1.0,0.14231951283537053
0.925,1.5,1.0,0.141082161269798
0.93,0.5,1.0,0.19804034355358816
0.93,0.55,1.0,0.1946655636534615
0.93,0.6,1.0,0.18755359796398768
